pid_value,pid_scheme,query_role,source_identifiers,source_title,source_type,source_instanceType,source_publicationDate,source_authors,source_collectedFrom,target_identifiers,target_title,target_type,target_instanceType,target_publicationDate,target_authors,target_collectedFrom,relType_name,relType_typeSchema,provenance
10.5281/zenodo.4322372,doi,targets,"[{'id': '10.5281/zenodo.5045730', 'idScheme': 'doi', 'idUrl': 'https://dx.doi.org/10.5281/zenodo.5045730'}, {'id': '10.5281/zenodo.5045730', 'idScheme': 'doi', 'idUrl': 'http://dx.doi.org/10.5281/zenodo.5045730'}, {'id': '10.5281/zenodo.4322371', 'idScheme': 'doi', 'idUrl': 'https://dx.doi.org/10.5281/zenodo.4322371'}, {'id': '10.5281/zenodo.6304912', 'idScheme': 'doi', 'idUrl': 'https://dx.doi.org/10.5281/zenodo.6304912'}, {'id': '10.5281/zenodo.6304912', 'idScheme': 'doi', 'idUrl': 'http://dx.doi.org/10.5281/zenodo.6304912'}, {'id': '10.5281/zenodo.12742377', 'idScheme': 'doi', 'idUrl': 'https://dx.doi.org/10.5281/zenodo.12742377'}, {'id': '10.5281/zenodo.12742377', 'idScheme': 'doi', 'idUrl': 'http://dx.doi.org/10.5281/zenodo.12742377'}, {'id': '50|doi_dedup___::356824c6347ba002e9b757b6a2846569', 'idScheme': 'openaireIdentifier', 'idUrl': 'https://explore.openaire.eu/search/result?id=doi_dedup___::356824c6347ba002e9b757b6a2846569'}]",The Community Inversion Framework: codes and documentation,software,Software,2021-06-30,"[{'name': 'Antoine BERCHET', 'identifiers': [{'id': '0000-0001-6709-0125', 'idScheme': 'orcid_pending', 'idUrl': None}]}, {'name': 'Espen Sollum', 'identifiers': []}, {'name': 'Isabelle Pison', 'identifiers': []}, {'name': 'Rona L. Thompson', 'identifiers': []}, {'name': 'Joël Thanwerdas', 'identifiers': []}, {'name': 'Audrey Fortems-Cheiney', 'identifiers': []}, {'name': 'Jacob C. A. van Peet', 'identifiers': []}, {'name': 'Elise Potier', 'identifiers': []}, {'name': 'Frédéric Chevallier', 'identifiers': []}, {'name': 'Grégoire Broquet', 'identifiers': []}, {'name': 'Adrien Berchet', 'identifiers': []}]","[{'name': 'ZENODO', 'identifiers': [{'id': '10|opendoar____::358aee4cc897452c00244351e4d91f69', 'idScheme': 'OpenAIRE Identifier', 'idUrl': None}]}]","[{'id': '10.5281/zenodo.4322372', 'idScheme': 'doi', 'idUrl': 'https://dx.doi.org/10.5281/zenodo.4322372'}, {'id': '10.5281/zenodo.4322372', 'idScheme': 'doi', 'idUrl': 'http://dx.doi.org/10.5281/zenodo.4322372'}, {'id': '50|doi_dedup___::ab995ec4003dad9a6e6696fd71dc5b98', 'idScheme': 'openaireIdentifier', 'idUrl': 'https://explore.openaire.eu/search/result?id=doi_dedup___::ab995ec4003dad9a6e6696fd71dc5b98'}]",The Community Inversion Framework: codes and documentation,software,Software,2020-12-15,"[{'name': 'Antoine BERCHET', 'identifiers': [{'id': '0000-0001-6709-0125', 'idScheme': 'orcid_pending', 'idUrl': None}, {'id': '0000-0001-6709-0125', 'idScheme': 'orcid', 'idUrl': None}]}, {'name': 'Espen Sollum', 'identifiers': []}, {'name': 'Isabelle Pison', 'identifiers': []}, {'name': 'Rona L. Thompson', 'identifiers': []}, {'name': 'Joël Thanwerdas', 'identifiers': []}, {'name': 'Audrey Fortems-Cheiney', 'identifiers': []}, {'name': 'Jacob C. A. van Peet', 'identifiers': []}, {'name': 'Elise Potier', 'identifiers': []}, {'name': 'Frédéric Chevallier', 'identifiers': []}, {'name': 'Grégoire Broquet', 'identifiers': []}]","[{'name': 'ZENODO', 'identifiers': [{'id': '10|opendoar____::358aee4cc897452c00244351e4d91f69', 'idScheme': 'OpenAIRE Identifier', 'idUrl': None}]}]",hasamongtopnsimilardocuments,datacite,['OpenAIRE']
10.5281/zenodo.4322372,doi,targets,"[{'id': '10.5281/zenodo.5045730', 'idScheme': 'doi', 'idUrl': 'https://dx.doi.org/10.5281/zenodo.5045730'}, {'id': '10.5281/zenodo.5045730', 'idScheme': 'doi', 'idUrl': 'http://dx.doi.org/10.5281/zenodo.5045730'}, {'id': '10.5281/zenodo.4322371', 'idScheme': 'doi', 'idUrl': 'https://dx.doi.org/10.5281/zenodo.4322371'}, {'id': '10.5281/zenodo.6304912', 'idScheme': 'doi', 'idUrl': 'https://dx.doi.org/10.5281/zenodo.6304912'}, {'id': '10.5281/zenodo.6304912', 'idScheme': 'doi', 'idUrl': 'http://dx.doi.org/10.5281/zenodo.6304912'}, {'id': '10.5281/zenodo.12742377', 'idScheme': 'doi', 'idUrl': 'https://dx.doi.org/10.5281/zenodo.12742377'}, {'id': '10.5281/zenodo.12742377', 'idScheme': 'doi', 'idUrl': 'http://dx.doi.org/10.5281/zenodo.12742377'}, {'id': '50|doi_dedup___::356824c6347ba002e9b757b6a2846569', 'idScheme': 'openaireIdentifier', 'idUrl': 'https://explore.openaire.eu/search/result?id=doi_dedup___::356824c6347ba002e9b757b6a2846569'}, {'id': '50|doi_dedup___::356824c6347ba002e9b757b6a2846569', 'idScheme': 'openaireIdentifier', 'idUrl': 'https://explore.openaire.eu/search/result?id=doi_dedup___::356824c6347ba002e9b757b6a2846569'}]",The Community Inversion Framework: codes and documentation,software,Software,2021-06-30,"[{'name': 'Antoine BERCHET', 'identifiers': [{'id': '0000-0001-6709-0125', 'idScheme': 'orcid_pending', 'idUrl': None}]}, {'name': 'Espen Sollum', 'identifiers': []}, {'name': 'Isabelle Pison', 'identifiers': []}, {'name': 'Rona L. Thompson', 'identifiers': []}, {'name': 'Joël Thanwerdas', 'identifiers': []}, {'name': 'Audrey Fortems-Cheiney', 'identifiers': []}, {'name': 'Jacob C. A. van Peet', 'identifiers': []}, {'name': 'Elise Potier', 'identifiers': []}, {'name': 'Frédéric Chevallier', 'identifiers': []}, {'name': 'Grégoire Broquet', 'identifiers': []}, {'name': 'Adrien Berchet', 'identifiers': []}]","[{'name': 'ZENODO', 'identifiers': [{'id': '10|opendoar____::358aee4cc897452c00244351e4d91f69', 'idScheme': 'OpenAIRE Identifier', 'idUrl': None}]}]","[{'id': '10.5281/zenodo.4322372', 'idScheme': 'doi', 'idUrl': 'https://dx.doi.org/10.5281/zenodo.4322372'}, {'id': '10.5281/zenodo.4322372', 'idScheme': 'doi', 'idUrl': 'http://dx.doi.org/10.5281/zenodo.4322372'}, {'id': '50|doi_dedup___::ab995ec4003dad9a6e6696fd71dc5b98', 'idScheme': 'openaireIdentifier', 'idUrl': 'https://explore.openaire.eu/search/result?id=doi_dedup___::ab995ec4003dad9a6e6696fd71dc5b98'}, {'id': '50|doi_dedup___::ab995ec4003dad9a6e6696fd71dc5b98', 'idScheme': 'openaireIdentifier', 'idUrl': 'https://explore.openaire.eu/search/result?id=doi_dedup___::ab995ec4003dad9a6e6696fd71dc5b98'}]",The Community Inversion Framework: codes and documentation,software,Software,2020-12-15,"[{'name': 'Antoine BERCHET', 'identifiers': [{'id': '0000-0001-6709-0125', 'idScheme': 'orcid_pending', 'idUrl': None}, {'id': '0000-0001-6709-0125', 'idScheme': 'orcid', 'idUrl': None}]}, {'name': 'Espen Sollum', 'identifiers': []}, {'name': 'Isabelle Pison', 'identifiers': []}, {'name': 'Rona L. Thompson', 'identifiers': []}, {'name': 'Joël Thanwerdas', 'identifiers': []}, {'name': 'Audrey Fortems-Cheiney', 'identifiers': []}, {'name': 'Jacob C. A. van Peet', 'identifiers': []}, {'name': 'Elise Potier', 'identifiers': []}, {'name': 'Frédéric Chevallier', 'identifiers': []}, {'name': 'Grégoire Broquet', 'identifiers': []}]","[{'name': 'ZENODO', 'identifiers': [{'id': '10|opendoar____::358aee4cc897452c00244351e4d91f69', 'idScheme': 'OpenAIRE Identifier', 'idUrl': None}]}]",hasversion,datacite,"['Datacite', 'ZENODO']"
10.5281/zenodo.3633449,doi,targets,"[{'id': '10.5281/zenodo.1201316', 'idScheme': 'doi', 'idUrl': 'https://dx.doi.org/10.5281/zenodo.1201316'}, {'id': '50|doi_________::d75eb9ddee8210ed1a506f65295cbbb4', 'idScheme': 'openaireIdentifier', 'idUrl': 'https://explore.openaire.eu/search/result?id=doi_________::d75eb9ddee8210ed1a506f65295cbbb4'}]",Tribler/tribler: v7.14.0,software,Software,2024-04-24,"[{'name': 'Martijn de Vos', 'identifiers': []}, {'name': 'Andrei Andreev', 'identifiers': []}, {'name': 'Lipu Fei', 'identifiers': []}, {'name': 'Niels Zeilemaker', 'identifiers': []}, {'name': 'Egbert Bouman', 'identifiers': []}, {'name': 'S. Pan', 'identifiers': []}, {'name': 'Vadim Bulavintsev', 'identifiers': []}, {'name': 'Alexander Kozlovsky', 'identifiers': []}, {'name': 'Elric Milon', 'identifiers': []}, {'name': 'Quinten Stokkink', 'identifiers': []}, {'name': 'Boudewijn', 'identifiers': []}, {'name': 'Christian Clauss', 'identifiers': []}, {'name': 'Laurens Versluis', 'identifiers': []}, {'name': 'Rob Ruigrok', 'identifiers': []}, {'name': 'Paul Brussee', 'identifiers': []}, {'name': 'Chris Tanaskoski', 'identifiers': []}, {'name': 'Ardhi Putra Pratama', 'identifiers': []}, {'name': 'Captain-Coder', 'identifiers': []}, {'name': 'Pim Veldhuisen', 'identifiers': []}, {'name': 'Bulat Nasrulin', 'identifiers': []}, {'name': 'Johan Pouwelse', 'identifiers': []}, {'name': 'Solomon1732', 'identifiers': []}, {'name': 'Rutger', 'identifiers': []}, {'name': 'JeffGoderie', 'identifiers': []}, {'name': 'Riccardo Petrocco', 'identifiers': []}, {'name': 'Snyk bot', 'identifiers': []}, {'name': 'wtud', 'identifiers': []}, {'name': 'Steffan Norberhuis', 'identifiers': []}, {'name': 'António Fraga', 'identifiers': []}]","[{'name': 'ZENODO', 'identifiers': [{'id': '10|opendoar____::358aee4cc897452c00244351e4d91f69', 'idScheme': 'OpenAIRE Identifier', 'idUrl': None}]}]","[{'id': '10.5281/zenodo.3633449', 'idScheme': 'doi', 'idUrl': 'https://dx.doi.org/10.5281/zenodo.3633449'}, {'id': '10.5281/zenodo.3633449', 'idScheme': 'doi', 'idUrl': 'http://dx.doi.org/10.5281/zenodo.3633449'}, {'id': '50|doi_________::3809c77c722becd9a9cd5a58deeae9c6', 'idScheme': 'openaireIdentifier', 'idUrl': 'https://explore.openaire.eu/search/result?id=doi_________::3809c77c722becd9a9cd5a58deeae9c6'}]",Tribler/tribler: V7.4.0,software,Software,2020-02-01,"[{'name': 'Martijn de Vos', 'identifiers': []}, {'name': 'Lipu Fei', 'identifiers': []}, {'name': 'Niels Zeilemaker', 'identifiers': []}, {'name': 'Egbert Bouman', 'identifiers': []}, {'name': 'Elric Milon', 'identifiers': []}, {'name': 'Sandip Pandey', 'identifiers': []}, {'name': 'Quinten Stokkink', 'identifiers': []}, {'name': 'Vadim Bulavintsev', 'identifiers': []}, {'name': 'Boudewijn', 'identifiers': []}, {'name': 'Christian Clauss', 'identifiers': []}, {'name': 'Laurens Versluis', 'identifiers': []}, {'name': 'Rob Ruigrok', 'identifiers': []}, {'name': 'Paul Brussee', 'identifiers': []}, {'name': 'Chris Tanaskoski', 'identifiers': []}, {'name': 'Ardhi Putra Pratama', 'identifiers': []}, {'name': 'Captain-Coder', 'identifiers': []}, {'name': 'Pim Veldhuisen', 'identifiers': []}, {'name': 'Bulat Nasrulin', 'identifiers': []}, {'name': 'Johan Pouwelse', 'identifiers': []}, {'name': 'Rutger', 'identifiers': []}, {'name': 'JeffGoderie', 'identifiers': []}, {'name': 'Solomon1732', 'identifiers': []}, {'name': 'wtud', 'identifiers': []}, {'name': 'Riccardo Petrocco', 'identifiers': []}, {'name': 'PetervB', 'identifiers': []}, {'name': 'Antonio Fraga', 'identifiers': []}, {'name': 'Steffan Norberhuis', 'identifiers': []}, {'name': 'Max van Deursen', 'identifiers': []}, {'name': 'Ying-Chun Liu (PaulLiu)', 'identifiers': []}, {'name': 'phillmac', 'identifiers': []}]","[{'name': 'ZENODO', 'identifiers': [{'id': '10|opendoar____::358aee4cc897452c00244351e4d91f69', 'idScheme': 'OpenAIRE Identifier', 'idUrl': None}]}]",hasversion,datacite,"['Datacite', 'ZENODO']"
10.5281/zenodo.3633449,doi,targets,"[{'id': '10.5281/zenodo.3557476', 'idScheme': 'doi', 'idUrl': 'https://dx.doi.org/10.5281/zenodo.3557476'}, {'id': '10.5281/zenodo.3557476', 'idScheme': 'doi', 'idUrl': 'http://dx.doi.org/10.5281/zenodo.3557476'}, {'id': '10.5281/zenodo.4742711', 'idScheme': 'doi', 'idUrl': 'https://dx.doi.org/10.5281/zenodo.4742711'}, {'id': '10.5281/zenodo.4742711', 'idScheme': 'doi', 'idUrl': 'http://dx.doi.org/10.5281/zenodo.4742711'}, {'id': '10.5281/zenodo.3692038', 'idScheme': 'doi', 'idUrl': 'https://dx.doi.org/10.5281/zenodo.3692038'}, {'id': '10.5281/zenodo.3692038', 'idScheme': 'doi', 'idUrl': 'http://dx.doi.org/10.5281/zenodo.3692038'}, {'id': '10.5281/zenodo.3565668', 'idScheme': 'doi', 'idUrl': 'https://dx.doi.org/10.5281/zenodo.3565668'}, {'id': '10.5281/zenodo.3565668', 'idScheme': 'doi', 'idUrl': 'http://dx.doi.org/10.5281/zenodo.3565668'}, {'id': '10.5281/zenodo.3529565', 'idScheme': 'doi', 'idUrl': 'https://dx.doi.org/10.5281/zenodo.3529565'}, {'id': '10.5281/zenodo.3529565', 'idScheme': 'doi', 'idUrl': 'http://dx.doi.org/10.5281/zenodo.3529565'}, {'id': '10.5281/zenodo.3702934', 'idScheme': 'doi', 'idUrl': 'https://dx.doi.org/10.5281/zenodo.3702934'}, {'id': '10.5281/zenodo.3702934', 'idScheme': 'doi', 'idUrl': 'http://dx.doi.org/10.5281/zenodo.3702934'}, {'id': '10.5281/zenodo.1300291', 'idScheme': 'doi', 'idUrl': 'https://dx.doi.org/10.5281/zenodo.1300291'}, {'id': '10.5281/zenodo.1300291', 'idScheme': 'doi', 'idUrl': 'http://dx.doi.org/10.5281/zenodo.1300291'}, {'id': '10.5281/zenodo.4302572', 'idScheme': 'doi', 'idUrl': 'https://dx.doi.org/10.5281/zenodo.4302572'}, {'id': '10.5281/zenodo.4302572', 'idScheme': 'doi', 'idUrl': 'http://dx.doi.org/10.5281/zenodo.4302572'}, {'id': '10.5281/zenodo.3700080', 'idScheme': 'doi', 'idUrl': 'https://dx.doi.org/10.5281/zenodo.3700080'}, {'id': '10.5281/zenodo.3700080', 'idScheme': 'doi', 'idUrl': 'http://dx.doi.org/10.5281/zenodo.3700080'}, {'id': '10.5281/zenodo.1478760', 'idScheme': 'doi', 'idUrl': 'https://dx.doi.org/10.5281/zenodo.1478760'}, {'id': '10.5281/zenodo.1478760', 'idScheme': 'doi', 'idUrl': 'http://dx.doi.org/10.5281/zenodo.1478760'}, {'id': '10.5281/zenodo.1249549', 'idScheme': 'doi', 'idUrl': 'https://dx.doi.org/10.5281/zenodo.1249549'}, {'id': '10.5281/zenodo.1249549', 'idScheme': 'doi', 'idUrl': 'http://dx.doi.org/10.5281/zenodo.1249549'}, {'id': '10.5281/zenodo.3706692', 'idScheme': 'doi', 'idUrl': 'https://dx.doi.org/10.5281/zenodo.3706692'}, {'id': '10.5281/zenodo.3706692', 'idScheme': 'doi', 'idUrl': 'http://dx.doi.org/10.5281/zenodo.3706692'}, {'id': '50|doi_dedup___::ea41848b5594c6cdd6a9f4e6f9b7a70e', 'idScheme': 'openaireIdentifier', 'idUrl': 'https://explore.openaire.eu/search/result?id=doi_dedup___::ea41848b5594c6cdd6a9f4e6f9b7a70e'}]",Tribler/tribler: V7.4.0-exp2,software,Software,2019-11-29,"[{'name': 'Martijn de Vos', 'identifiers': []}, {'name': 'Lipu Fei', 'identifiers': []}, {'name': 'Niels Zeilemaker', 'identifiers': []}, {'name': 'Egbert Bouman', 'identifiers': []}, {'name': 'Elric Milon', 'identifiers': []}, {'name': 'Sandip Pandey', 'identifiers': []}, {'name': 'Vadim Bulavintsev', 'identifiers': []}, {'name': 'Quinten Stokkink', 'identifiers': []}, {'name': 'Boudewijn', 'identifiers': []}, {'name': 'Christian Clauss', 'identifiers': []}, {'name': 'Laurens Versluis', 'identifiers': []}, {'name': 'Rob Ruigrok', 'identifiers': []}, {'name': 'Paul Brussee', 'identifiers': []}, {'name': 'Chris Tanaskoski', 'identifiers': []}, {'name': 'Ardhi Putra Pratama', 'identifiers': []}, {'name': 'Captain-Coder', 'identifiers': []}, {'name': 'Pim Veldhuisen', 'identifiers': []}, {'name': 'Bulat Nasrulin', 'identifiers': []}, {'name': 'Johan Pouwelse', 'identifiers': []}, {'name': 'Rutger', 'identifiers': []}, {'name': 'Solomon1732', 'identifiers': []}, {'name': 'JeffGoderie', 'identifiers': []}, {'name': 'wtud', 'identifiers': []}, {'name': 'Riccardo Petrocco', 'identifiers': []}, {'name': 'PetervB', 'identifiers': []}, {'name': 'Antonio Fraga', 'identifiers': []}, {'name': 'Steffan Norberhuis', 'identifiers': []}, {'name': 'Max van Deursen', 'identifiers': []}, {'name': 'Ying-Chun Liu (PaulLiu)', 'identifiers': []}, {'name': 'phillmac', 'identifiers': []}]","[{'name': 'ZENODO', 'identifiers': [{'id': '10|opendoar____::358aee4cc897452c00244351e4d91f69', 'idScheme': 'OpenAIRE Identifier', 'idUrl': None}]}]","[{'id': '10.5281/zenodo.3633449', 'idScheme': 'doi', 'idUrl': 'https://dx.doi.org/10.5281/zenodo.3633449'}, {'id': '10.5281/zenodo.3633449', 'idScheme': 'doi', 'idUrl': 'http://dx.doi.org/10.5281/zenodo.3633449'}, {'id': '50|doi_________::3809c77c722becd9a9cd5a58deeae9c6', 'idScheme': 'openaireIdentifier', 'idUrl': 'https://explore.openaire.eu/search/result?id=doi_________::3809c77c722becd9a9cd5a58deeae9c6'}, {'id': '50|doi_________::3809c77c722becd9a9cd5a58deeae9c6', 'idScheme': 'openaireIdentifier', 'idUrl': 'https://explore.openaire.eu/search/result?id=doi_________::3809c77c722becd9a9cd5a58deeae9c6'}]",Tribler/tribler: V7.4.0,software,Software,2020-02-01,"[{'name': 'Martijn de Vos', 'identifiers': []}, {'name': 'Lipu Fei', 'identifiers': []}, {'name': 'Niels Zeilemaker', 'identifiers': []}, {'name': 'Egbert Bouman', 'identifiers': []}, {'name': 'Elric Milon', 'identifiers': []}, {'name': 'Sandip Pandey', 'identifiers': []}, {'name': 'Quinten Stokkink', 'identifiers': []}, {'name': 'Vadim Bulavintsev', 'identifiers': []}, {'name': 'Boudewijn', 'identifiers': []}, {'name': 'Christian Clauss', 'identifiers': []}, {'name': 'Laurens Versluis', 'identifiers': []}, {'name': 'Rob Ruigrok', 'identifiers': []}, {'name': 'Paul Brussee', 'identifiers': []}, {'name': 'Chris Tanaskoski', 'identifiers': []}, {'name': 'Ardhi Putra Pratama', 'identifiers': []}, {'name': 'Captain-Coder', 'identifiers': []}, {'name': 'Pim Veldhuisen', 'identifiers': []}, {'name': 'Bulat Nasrulin', 'identifiers': []}, {'name': 'Johan Pouwelse', 'identifiers': []}, {'name': 'Rutger', 'identifiers': []}, {'name': 'JeffGoderie', 'identifiers': []}, {'name': 'Solomon1732', 'identifiers': []}, {'name': 'wtud', 'identifiers': []}, {'name': 'Riccardo Petrocco', 'identifiers': []}, {'name': 'PetervB', 'identifiers': []}, {'name': 'Antonio Fraga', 'identifiers': []}, {'name': 'Steffan Norberhuis', 'identifiers': []}, {'name': 'Max van Deursen', 'identifiers': []}, {'name': 'Ying-Chun Liu (PaulLiu)', 'identifiers': []}, {'name': 'phillmac', 'identifiers': []}]","[{'name': 'ZENODO', 'identifiers': [{'id': '10|opendoar____::358aee4cc897452c00244351e4d91f69', 'idScheme': 'OpenAIRE Identifier', 'idUrl': None}]}]",hasamongtopnsimilardocuments,datacite,['OpenAIRE']
10.5281/zenodo.3825857,doi,targets,"[{'id': '10.5281/zenodo.4749511', 'idScheme': 'doi', 'idUrl': 'https://dx.doi.org/10.5281/zenodo.4749511'}, {'id': '10.5281/zenodo.4749511', 'idScheme': 'doi', 'idUrl': 'http://dx.doi.org/10.5281/zenodo.4749511'}, {'id': '10.5281/zenodo.2541556', 'idScheme': 'doi', 'idUrl': 'https://dx.doi.org/10.5281/zenodo.2541556'}, {'id': '50|doi_dedup___::89f166d1ca5221707256a113791a24e3', 'idScheme': 'openaireIdentifier', 'idUrl': 'https://explore.openaire.eu/search/result?id=doi_dedup___::89f166d1ca5221707256a113791a24e3'}]",ci-group/revolve: Frontiers21constrained,software,Software,2021-05-11,"[{'name': 'Jelisavcic, Milan', 'identifiers': []}, {'name': 'Elte Hupkes', 'identifiers': []}, {'name': 'De Carlo, Matteo', 'identifiers': []}, {'name': ', Maarten', 'identifiers': []}, {'name': 'Karinemiras', 'identifiers': []}, {'name': ', Amir', 'identifiers': []}, {'name': ', Sayf', 'identifiers': []}, {'name': 'Langongjin', 'identifiers': []}, {'name': 'Rebolledo, Margarita', 'identifiers': []}, {'name': 'Egdman', 'identifiers': []}, {'name': 'Smeitink, Hubert', 'identifiers': []}]","[{'name': 'ZENODO', 'identifiers': [{'id': '10|opendoar____::358aee4cc897452c00244351e4d91f69', 'idScheme': 'OpenAIRE Identifier', 'idUrl': None}]}]","[{'id': '10.5281/zenodo.3825857', 'idScheme': 'doi', 'idUrl': 'https://dx.doi.org/10.5281/zenodo.3825857'}, {'id': '10.5281/zenodo.3825857', 'idScheme': 'doi', 'idUrl': 'http://dx.doi.org/10.5281/zenodo.3825857'}, {'id': '50|doi_________::097cc0382b93fb80125fd18e538dca9a', 'idScheme': 'openaireIdentifier', 'idUrl': 'https://explore.openaire.eu/search/result?id=doi_________::097cc0382b93fb80125fd18e538dca9a'}]",ci-group/revolve: Multiobjective Plasticoding,software,Software,2020-05-13,"[{'name': 'Milan Jelisavcic', 'identifiers': []}, {'name': 'Elte Hupkes', 'identifiers': []}, {'name': 'Matteo De Carlo', 'identifiers': []}, {'name': 'Maarten', 'identifiers': []}, {'name': 'karinemiras', 'identifiers': []}, {'name': 'amir', 'identifiers': []}, {'name': 'Sayf', 'identifiers': []}, {'name': 'langongjin', 'identifiers': []}, {'name': 'Margarita Rebolledo', 'identifiers': []}, {'name': 'Hubert Smeitink', 'identifiers': []}, {'name': 'egdman', 'identifiers': []}]","[{'name': 'ZENODO', 'identifiers': [{'id': '10|opendoar____::358aee4cc897452c00244351e4d91f69', 'idScheme': 'OpenAIRE Identifier', 'idUrl': None}]}]",hasversion,datacite,"['Datacite', 'ZENODO']"
10.5281/zenodo.3821165,doi,targets,"[{'id': '10.5281/zenodo.3821163', 'idScheme': 'doi', 'idUrl': 'https://dx.doi.org/10.5281/zenodo.3821163'}, {'id': '10.5281/zenodo.3821169', 'idScheme': 'doi', 'idUrl': 'https://dx.doi.org/10.5281/zenodo.3821169'}, {'id': '10.5281/zenodo.3821169', 'idScheme': 'doi', 'idUrl': 'http://dx.doi.org/10.5281/zenodo.3821169'}, {'id': '50|doi_dedup___::ae01107d4ad51d6610bd5e93aa7b4f7c', 'idScheme': 'openaireIdentifier', 'idUrl': 'https://explore.openaire.eu/search/result?id=doi_dedup___::ae01107d4ad51d6610bd5e93aa7b4f7c'}]",Numerical Computation of Coherent Structures in Spatially-Extended Systems,software,Software,2020-05-12,"[{'name': 'Daniele Avitabile', 'identifiers': []}]","[{'name': 'ZENODO', 'identifiers': [{'id': '10|opendoar____::358aee4cc897452c00244351e4d91f69', 'idScheme': 'OpenAIRE Identifier', 'idUrl': None}]}]","[{'id': '10.5281/zenodo.3821165', 'idScheme': 'doi', 'idUrl': 'https://dx.doi.org/10.5281/zenodo.3821165'}, {'id': '10.5281/zenodo.3821165', 'idScheme': 'doi', 'idUrl': 'http://dx.doi.org/10.5281/zenodo.3821165'}, {'id': '50|doi_________::771093cfff1ae8185b09676541633d82', 'idScheme': 'openaireIdentifier', 'idUrl': 'https://explore.openaire.eu/search/result?id=doi_________::771093cfff1ae8185b09676541633d82'}]",danieleavitabile/continuation-spatially-extended-systems-tutorial v1.1-alpha,software,Software,2020-05-12,"[{'name': 'Daniele Avitabile', 'identifiers': []}]","[{'name': 'ZENODO', 'identifiers': [{'id': '10|opendoar____::358aee4cc897452c00244351e4d91f69', 'idScheme': 'OpenAIRE Identifier', 'idUrl': None}]}]",hasversion,datacite,"['Datacite', 'ZENODO']"
